ax,ay,az,gx,gy,gz,mx,my,mz,label
-0.04,-0.76,-0.64,5.07,-2.69,1.77,20.64,3.63,10.55,3
1,-0.04,-0.03,30.64,-6.65,0.12,45.67,-21.41,-11.16,5
0.97,0.11,-0.06,3.97,-2.75,1.34,45.01,0.67,-12.82,5
0.12,-0.1,-1,-9.7,-5.92,0.98,26.94,-20.57,11.05,2
-1.01,0.07,0.07,84.47,4.64,2.14,-9,3.61,-17.24,4
-0.02,-0.33,0.94,0.61,-2.81,1.16,21.97,9.96,-33.67,1
-0.18,-0.03,0.97,5.13,-2.62,0.73,18.37,3.06,-38.78,1
0.24,-0.11,-0.97,2.93,-3.91,0.67,28.49,-17.99,11.25,2
0.11,0.76,-0.61,-5.31,-16.48,-1.83,22.61,-36.57,-7.92,3
-0.01,-0.01,0.99,4.03,-2.87,1.34,21.04,4.58,-39.39,1
0.3,-0.91,0.28,-2.01,-4.03,1.83,29.57,16.59,-9.64,3
-0.99,-0.08,-0.17,4.64,-3.91,1.53,-7.19,7.2,-10.9,4
-1,-0.01,-0.07,39.31,-3.97,1.22,-9.24,-7.31,-25.98,4
-0.03,0,1,29.42,-4.27,5.86,19.92,3.85,-39.07,1
0.23,-1,0.12,-12.15,2.32,10.01,26.48,16.88,-6.02,3
0.99,-0.05,-0.1,5.92,-20.69,-18.31,43.21,-13.09,1.07,5
-0.01,-0.02,1,3.72,-3.23,1.46,24.12,-0.65,-39.83,1
0.99,-0.01,-0.05,30.64,-1.89,2.93,45.31,-21.52,-16.02,5
0.04,-0.01,0.99,4.03,-1.95,1.34,23.52,2.54,-38.98,1
0.98,-0.01,-0.04,30.27,-2.99,1.95,44.69,-20.8,-19.09,5
0.06,-0.15,-1.01,11.66,-13.61,0.73,24.65,-18.8,12.7,2
-0.02,-0.02,0.99,1.95,0.24,2.38,20.68,3.67,-40.3,1
0.85,0.08,-0.55,1.65,-7.39,-5.62,34.07,-13.22,9.84,5
0.11,-0.18,0.98,2.38,-2.44,2.26,24.16,6.85,-36.65,1
0.05,0,0.99,4.64,-3.48,2.38,22.78,2.8,-39.38,1
0.98,-0.11,0.05,3.66,-1.95,2.14,45.84,-11.36,-3.21,5
-0.01,-0.01,0.99,4.03,-2.81,1.46,21.02,3.47,-39.14,1
-0.12,0.03,0.99,3.66,-2.93,1.16,19.75,1.95,-40.26,1
-1.02,0.11,-0.1,-37.54,-10.19,-15.26,-9.24,1.71,-7.1,4
0.06,0.02,0.99,10.8,-4.7,-0.49,25.87,0.12,-40.01,1
-0.32,-0.9,0.19,5.25,-1.04,3.3,14.81,19.08,-10.41,3
-0.97,-0.04,-0.09,-46.26,-6.53,5.13,-9.45,-8.03,-24.52,4
0.1,-0.01,-0.99,26,-4.46,6.35,24.67,-20.86,10.44,2
-0.02,0.93,-0.36,57.98,-1.4,-2.5,22.42,-36.36,-17.02,3
0.98,0.05,0.07,2.2,-3.72,2.01,45.72,-2.8,-7.01,5
0.01,0.98,-0.11,4.7,-2.32,0.79,23.06,-35.51,-23.84,3
-0.36,-0.25,-0.93,-16.97,-5.37,-4.7,16.1,-16.27,13.4,2
-0.2,-0.98,0.08,-3.11,-4.46,-21.55,18.69,18.15,-6.84,3
1,-0.03,-0.04,21.85,-3.05,0.24,45.43,-21.13,-13.49,5
0.06,-0.95,0.37,-2.99,-2.01,3.23,22.88,19.21,-13.04,3
-0.03,-1.01,-0.08,3.66,-2.32,1.22,20.4,16.65,0.88,3
-0.02,-1,-0.09,1.59,0.06,1.95,20.36,17.21,0.2,3
0.73,-0.05,-0.67,3.66,-1.83,3.23,30.11,-11.84,12.19,5
-0.92,-0.35,-0.26,0.31,-25.76,-24.72,-2.93,12.26,-12.93,4
-0.05,-0.17,-1,20.26,-0.67,1.89,21.52,-17.02,13.78,2
-0.04,-0.78,-0.63,6.35,-2.2,-0.98,21.28,3.66,10.8,3
-0.03,0.97,-0.12,8.54,3.48,-1.59,22.53,-36.06,-23.88,3
0.09,-0.11,0.97,6.77,-11.96,0.18,24.83,6.09,-37.67,1
0.03,-1.02,0.04,-27.95,-2.69,5.92,22.24,18.57,-3.6,3
-0.03,-0.21,-0.99,0.73,-3.85,-0.18,22.25,-15.77,13.84,2
0,0.4,0.95,-21.48,-12.76,4.52,24.08,-9.55,-42.03,1
-0.01,-0.01,0.99,4.27,-2.87,2.01,20.9,3.87,-38.43,1
-1.05,-0.28,0.12,43.52,-7.02,3.17,-9.7,-17.77,-14.84,4
0.06,0.91,-0.46,32.47,-9.34,-3.3,26.56,-36.6,-14.1,3
0.23,0.55,0.8,10.56,-4.82,3.48,30.09,-13.64,-40.21,1
0.99,0.07,0.01,6.04,-2.87,1.04,45.03,0.94,-13.75,5
0.85,-0.44,-0.41,-2.2,-12.63,6.96,38.53,-5.02,6.09,5
1,-0.32,-0.03,6.53,-18.62,-27.59,45.07,-8.64,-2.08,5
-1.01,-0.06,0.02,8.97,-2.5,-4.03,-6.67,-20.5,-13,4
-0.08,-0.24,-1.02,63.6,0.55,1.65,20.19,-14.67,14.25,2
-0.82,-0.08,0.54,-41.2,-2.26,-50.35,-3.88,7.47,-29,4
-0.01,-0.7,0.71,1.53,-2.2,1.83,22.02,16.91,-24.99,3
0.02,-0.02,-1.01,10.86,-1.4,1.16,23.49,-20.84,11.89,2
0.19,-0.11,-0.99,-7.32,-7.02,2.62,26.46,-18.03,10.74,2
0.94,0.04,0.21,28.99,37.96,-3.17,45.83,-13.16,-6.74,5
0.01,0,1.01,4.64,-36.01,13.24,20.41,4.54,-38.2,1
-1,-0.01,-0.05,-6.9,-2.69,-4.88,-8.39,5.88,-13.93,4
0,0.98,-0.11,4.46,-3.42,1.1,22.77,-35.07,-23.56,3
-1.01,0.01,0.11,6.65,-0.85,0.92,-7.32,-6.57,-4.33,4
0.25,0.93,-0.23,-25.7,2.99,3.91,29.96,-33.39,-19.98,3
-0.97,-0.18,-0.19,27.71,16.3,-2.38,-6.34,9.52,-14.69,4
-0.02,0.38,-0.93,7.93,-3.05,0.92,21.33,-29.09,4.22,2
-0.91,-0.13,-0.38,5.62,-2.5,-1.4,-6.57,7.24,-10.27,4
-0.34,-0.92,0.26,4.82,-3.97,1.22,12.02,18.64,-8.63,3
-1,0.02,-0.05,-20.87,-0.85,0.24,-8.61,5.36,-15.49,4
-0.76,0.26,-0.62,-20.81,-28.99,2.81,-8.62,-7.18,-5.24,4
0.12,0.99,-0.12,8.48,0.37,1.59,26.18,-35.07,-23.4,3
0.97,-0.16,-0.02,3.11,-3.36,2.93,45.42,-9.57,-3.6,5
-0.34,-0.92,0.26,4.46,-3.36,1.34,12.65,18.41,-8.79,3
0.03,-0.01,-1.02,16.97,0.12,8.36,22.86,-20.96,11.27,2
-0.12,0.06,-1.01,22.34,-40.65,14.65,20.52,-23.16,10.03,2
0.03,-0.05,-1.01,4.27,-0.37,-2.69,23.94,-20.89,13.22,2
-0.34,-0.91,0.26,5.43,-2.62,1.59,12.04,18.37,-9.59,3
0.96,-0.29,-0.04,2.44,-3.6,4.09,44.92,-7.67,-2.1,5
-0.93,-0.3,-0.21,20.51,37.35,-6.53,-4.14,11.74,-13.65,4
-0.02,-0.86,-0.51,-1.04,-4.09,2.26,21.5,7.19,7.9,3
0,-0.01,-1.01,5.55,-2.62,2.32,23.33,-21.66,11.43,2
-1,-0.14,0.05,22.22,-1.46,6.84,-8.31,-0.56,-24.19,4
-0.89,0.43,-0.19,22.77,26.37,1.65,-11.06,-8.91,-14.17,4
-1,0.02,0.06,5.62,0.55,2.69,-8.72,-5.18,-3.11,4
-0.99,0.04,0.12,7.02,-4.52,1.22,-13.23,0.46,-6.14,4
-0.01,0.07,-1.01,4.21,-2.62,1.77,23.9,-23.77,10.6,2
-0.01,-0.01,1,4.09,-3.23,1.46,21.56,3.5,-39.87,1
-0.94,-0.24,0.21,17.27,32.71,18.74,-2.92,8.64,-25.48,4
-0.01,-0.99,0.2,-3.17,5,19.71,18.97,19.02,-7.85,3
0.3,0.93,-0.12,-6.29,-12.57,-0.31,31.95,-33.26,-23.05,3
-0.97,0.27,-0.12,-0.06,1.46,6.1,-10.56,-5.35,-20.21,4
0.07,0.03,-1.01,2.69,-4.7,1.53,24.39,-22.74,11.73,2
-0.31,0.35,-0.9,-10.5,0.12,4.46,15.25,-29.69,4.93,2
-0.92,-0.16,-0.36,5.31,-1.65,2.62,-6.58,7.51,-10.24,4
0.99,-0.03,0.08,5.68,-2.93,0.43,45.17,-12.82,-3.83,5
-0.36,-0.06,-0.94,3.11,-0.73,1.28,15.37,-21.62,11.32,2
0.12,0.46,-0.9,21.36,2.93,-7.57,26.48,-31.51,2.86,2
-0.01,-0.7,0.72,3.97,-2.99,2.01,21.92,17.64,-22.89,3
0.06,0.98,-0.07,3.54,-2.93,1.34,23.69,-34.83,-25.74,3
-1,0.04,-0.1,-99.67,-3.42,-0.73,-10.19,1.4,-20.78,4
0,-0.12,-1.02,-35.89,-0.31,-0.55,22.24,-17.93,12.43,2
0.05,-0.79,0.62,0.85,-1.89,3.3,23.82,17.92,-20.81,3
0.98,-0.09,0.02,20.57,-3.23,-2.87,42.82,4.61,-12.26,5
0.11,-1,-0.14,21.61,-7.75,-7.93,27.17,14.43,-0.49,3
0.81,0.03,0.56,4.46,-4.15,0.67,46.68,-13.68,-17.91,5
-0.18,-0.03,0.98,3.05,-2.26,0.67,18.31,3.06,-39.59,1
0.96,-0.22,-0.05,2.75,-1.53,2.08,45.48,-9.06,-2.06,5
0.13,-0.9,0.5,-13.55,-12.57,-15.5,25.09,18.52,-15.42,3
0.03,0.09,0.99,3.85,-2.99,1.77,22.12,1.2,-41.15,1
0.99,-0.07,0.06,48.03,-2.75,0.55,45.18,1.82,-16.5,5
0.1,-1.02,0,14.4,-4.46,-10.5,27.43,15.83,-3.38,3
0.81,-0.38,-0.43,-3.48,10.13,30.27,34.91,-1.43,8.57,5
0.69,-0.55,-0.49,-8.61,-21.06,-37.66,31.68,0.82,9.75,5
-0.15,-1,-0.09,-4.39,3.17,-15.32,21,16.16,-1.66,3
0.28,-0.93,0.28,6.77,-7.02,8.61,27.93,17.47,-9.66,3
0,-0.64,0.78,5.55,-2.32,0.24,22.02,16.09,-26.88,3
-0.02,0.25,-0.98,19.53,-2.81,2.44,22.89,-28.42,7.07,2
-0.09,0.96,-0.07,21.73,-9.83,1.59,21.4,-34.14,-24.41,3
0.26,-0.92,0.33,5.19,-1.83,0.18,28.09,17.5,-12.27,3
0.06,-0.99,0.21,12.57,-11.05,5.62,23.73,18.75,-7.65,3
-0.98,0.03,0.21,15.75,33.75,-2.93,-8.13,3.99,-24.63,4
-0.01,-0.71,0.71,6.41,-3.3,2.26,22.41,17.02,-24.3,3
-0.97,-0.3,-0.17,0,-25.27,-4.76,-4.58,10.72,-13.83,4
0,0.98,-0.11,3.85,-2.56,0.98,23.41,-34.59,-23.25,3
-0.01,-0.01,1,4.46,-3.42,-0.18,20.85,3.72,-38.59,1
0.01,0.31,-0.97,5.43,-1.46,2.56,22.83,-28.76,6.36,2
-1.09,-0.37,-0.13,81.85,-27.04,-26,-10.31,-10.22,-21.26,4
-0.94,0.06,0.07,-17.52,-15.14,29.24,-12.56,1.92,-3.48,4
-1,-0.03,-0.1,-47.55,-5.55,-2.5,-9.44,-16.13,-19.38,4
0.25,0.94,0.08,29.6,-3.66,2.87,30.65,-31.01,-29.11,3
1,-0.04,0.06,4.27,-3.85,0.73,45.26,-11.95,-4.57,5
-0.01,-0.01,1,7.02,-3.11,1.1,21.42,3.88,-39.34,1
0.04,0.98,-0.13,2.56,-2.69,-2.01,24.78,-35.47,-23.07,3
-0.01,0.1,-1.01,5.25,-2.14,0.85,23.67,-23.77,10.3,2
0.02,-0.06,-1.01,6.35,0.43,3.97,23.5,-20.24,11.76,2
-0.04,-0.35,-1.06,-52.43,2.75,5.74,22.03,-11.96,13.65,2
-0.96,0.06,0.23,12.63,33.57,4.76,-7.43,2.99,-27.31,4
-0.98,-0.09,0.05,-22.95,-0.92,3.91,-8.61,-17.37,-13.68,4
0.97,-0.19,-0.04,3.17,-3.54,2.38,45.21,-8.76,-2.25,5
0,0.04,-1.01,3.78,-3.11,2.01,23.36,-23.18,11.13,2
0.96,0.11,-0.23,4.52,3.54,-1.77,40.98,-15.43,2.81,5
-1.02,-0.01,-0.03,-34.67,-0.18,-18.98,-9.27,4.09,-20.73,4
-1.01,-0.03,-0.09,4.03,-2.44,1.4,-9.4,-10.34,-25.31,4
-0.96,-0.06,0.04,-10.38,-0.24,7.08,-7.64,-4.93,-3,4
-0.02,-0.4,-0.93,4.76,-1.95,2.08,22.12,-10.95,15.16,2
-0.02,0.88,-0.44,0,-4.58,0.49,20.94,-34.51,-13,3
-0.02,-1.02,-0.05,-0.43,-4.76,2.93,20.35,16.39,-1.05,3
-0.91,0.14,-0.36,-12.82,-28.26,19.47,-10.79,-3.19,-13.4,4
0.02,0.12,0.98,4.21,-4.33,1.22,22.52,-0.73,-39.86,1
0.07,0.01,0.99,8,-8.97,0.12,23.01,2.65,-39.51,1
0.19,-0.04,0.98,-3.72,9.03,-0.73,25.84,2.97,-38.49,1
-0.01,-0.03,-1.01,7.02,-3.66,0.85,23.73,-21.77,11.05,2
0.04,0.01,-0.99,7.45,-1.65,1.46,24,-21.57,10.57,2
0.06,0.01,0.99,3.23,-3.11,0.49,22.63,3.26,-39.93,1
0.03,-0.2,0.97,2.93,-2.62,0.73,21.87,8.86,-37.96,1
0.87,-0.46,-0.36,11.11,-0.98,-48.34,38.94,-3.66,5.51,5
0,-0.01,1,4.27,-2.99,1.53,21.12,3.64,-39.81,1
-0.91,0.09,-0.45,8.06,11.66,2.87,-9.3,0.92,-9.16,4
-0.96,-0.01,-0.21,-11.17,-32.78,7.2,-9.36,3.7,-15.59,4
0.79,-0.61,-0.12,-12.88,-12.15,-20.57,41.11,1.37,-1.09,5
0.92,-0.09,-0.4,2.26,4.33,-0.24,38.43,-10.1,6.26,5
-0.73,0.24,-0.66,-9.03,-17.27,5.43,-8.09,-7.28,-3.36,4
-0.12,0.02,-1,19.23,-5.62,1.95,19.85,-22.07,11.08,2
1,-0.13,0.02,22.09,1.22,-2.26,45.01,-7.7,-3.55,5
-0.02,0.38,-0.93,3.97,-2.62,1.04,21.11,-29.85,5.55,2
0.96,-0.07,-0.21,21.61,79.35,-7.57,43.35,-10.53,1.12,5
0.17,0.06,0.96,-3.85,-12.27,2.26,27.65,-0.43,-39.31,1
0.04,-0.97,0.26,-11.35,-3.91,3.48,22.63,19.86,-9.53,3
0.03,-0.05,-1.01,6.65,-1.71,1.4,23.49,-20.75,12.51,2
-0.09,-0.42,-0.92,8.3,-3.23,0.67,20.52,-10.17,14.31,2
0,-0.02,-1.01,3.72,-2.62,1.46,23.95,-21.7,10.51,2
0.27,0.19,-0.93,29.6,-1.28,4.46,30.65,-28.02,6.87,2
-1.01,-0.06,0.02,7.93,-2.14,-0.49,-7.08,-21.07,-13.17,4
-1,0.06,-0.04,-129.88,-15.26,-2.93,-9.56,0.6,-4.75,4
-0.97,0.07,0.26,-4.94,-17.82,5.98,-6.75,1.67,-26.71,4
0.98,0.05,0.06,3.11,0.79,3.11,45.03,-2.93,-6.69,5
0.04,-0.04,-0.98,10.19,20.63,4.76,23.99,-21.25,12.27,2
-1,0,0.08,4.76,-1.83,3.05,-8.39,-5.71,-3.98,4
0.91,-0.41,-0.13,18.86,-13,-51.51,41.92,-5.18,2.38,5
-0.08,0.94,-0.4,-36.01,17.7,17.76,22.53,-36.98,-14.43,3
0.86,0.07,-0.53,2.87,-8.12,-14.34,35.35,-12.61,9.19,5
0.99,-0.04,0.03,2.08,-3.11,1.46,45.53,-11.69,-3.65,5
0.99,0.01,-0.01,46.51,-13.43,6.9,44.82,-13.56,-2.33,5
-0.29,0.92,0.16,-2.14,-14.65,-1.28,19.67,-33.28,-27.56,3
0,-0.04,-1.02,15.2,-4.27,2.32,23.62,-21.57,12.22,2
0.98,0.04,0.14,107.79,-3.42,8.85,46.36,-8.78,-4.47,5
0,0.98,-0.11,2.75,-2.32,0.92,22.46,-35.12,-23.44,3
-0.02,-0.41,-0.93,3.3,-2.56,2.01,22.78,-11.11,13.89,2
-0.9,0.34,0.25,29.79,27.89,13.06,-9.84,-4.27,-26.98,4
-0.01,0.44,0.88,-0.49,-6.47,0.79,23.8,-11.36,-43.01,1
0,-0.02,1,-9.46,-4.21,-0.61,21.64,2.95,-38.33,1
-0.02,0.01,0.99,3.48,-2.08,1.22,18.66,5.31,-40.31,1
0.03,-0.06,-1.02,-1.16,-2.26,0.79,23.9,-21.08,10.95,2
-0.11,-1,-0.12,3.17,-1.71,-6.41,22.35,16.06,-1.49,3
0.98,0.01,0.05,6.1,-1.77,1.89,45.03,-12.56,-2.56,5
-0.04,-0.78,-0.64,4.58,-3.6,3.78,21.37,3.2,10.45,3
0.97,-0.03,0.03,9.34,-2.93,14.77,45.02,-11.54,-2.69,5
-0.93,-0.13,-0.39,3.66,-0.73,4.15,-6.41,6.95,-10.41,4
0.08,1,0,-29.85,12.39,14.77,24.13,-33.92,-26.26,3
-0.02,0,-1.05,44.8,0.79,-1.59,23.75,-23.21,12,2
-0.91,0.38,0.05,33.51,19.23,-8.3,-10.56,-7.3,-24.12,4
0.04,-1.01,0.15,33.69,-5,-0.98,22.79,18.4,-6.12,3
0.97,-0.2,-0.05,3.78,-1.89,1.16,44.89,-8.98,-1.09,5
0.02,0.45,-0.89,-25.33,-19.1,3.97,23.62,-32.93,1.55,2
-0.02,-0.02,0.99,19.35,-2.08,0.67,21.53,3.43,-40.73,1
0.12,-0.87,0.5,-30.58,-6.65,-7.2,24.71,18.41,-16.43,3
-0.03,0.36,-0.95,-12.63,-0.55,1.83,21.94,-28.47,5.59,2
0.03,0.12,0.99,6.59,-3.42,0.43,23.16,-0.59,-40.26,1
-1,0,0.1,5,-0.85,2.56,-7.96,-6.23,-4.54,4
-1.07,-0.03,0.03,-13.06,11.35,2.62,-7.37,-5.65,-4.43,4
-0.99,-0.07,-0.17,6.59,-2.75,4.33,-7.73,7.51,-10,4
-0.8,0.1,-0.04,2.08,23.44,-13.79,-9.29,3.23,-17.09,4
0.11,-0.17,0.97,2.69,-3.97,1.34,24.37,7.07,-36,1
0.82,-0.26,0.4,3.72,59.75,110.84,46.58,-4.31,-14.49,5
-0.01,0.03,0.99,3.78,-4.46,2.69,21.41,2.15,-40.11,1
-0.05,0.02,-1.01,-1.16,-2.69,2.2,22.09,-21.73,12.18,2
-0.17,0.14,0.98,-14.77,-0.43,1.28,18.19,-0.67,-41.25,1
-0.1,1.02,0.06,-9.77,-12.63,6.04,21.51,-33.78,-27.27,3
-0.03,0.3,-0.96,-11.66,-0.85,1.34,20.7,-27.6,6.85,2
-0.32,-0.95,0.26,4.7,1.46,7.32,13.51,18.58,-10.03,3
0.99,-0.04,-0.13,4.58,-4.76,-0.31,42.99,-12.63,-0.28,5
-0.04,0.84,-0.51,0.98,-1.34,-0.31,21.12,-34.9,-12.21,3
-0.94,0.35,-0.05,24.6,13.92,-12.63,-10.77,-7.04,-21.46,4
-0.19,0.99,-0.02,3.3,-12.88,-1.46,19.04,-35.13,-26.83,3
0.18,0.08,0.97,7.45,7.02,-3.6,26.18,1.43,-39.12,1
-0.84,0.33,-0.46,-12.08,-37.6,-7.51,-9.27,-7.36,-8.56,4
0.96,-0.14,0,4.52,-6.53,3.36,45.18,-10.24,-2.37,5
-0.91,0.16,-0.44,8.73,18.19,27.1,-10.27,-1.79,-9.28,4
0.03,-0.06,-1.01,11.41,-4.94,-0.73,22.74,-20.02,11.07,2
-0.02,-0.34,0.94,1.83,-3.17,0.85,21.77,10.41,-33.96,1
0.97,-0.07,0.06,48.16,-1.22,-1.1,45.98,-13.98,-4.6,5
-1.02,-0.11,0.09,18.8,-3.54,-0.12,-9.53,-15.41,-8.2,4
-0.99,-0.1,0.16,13.18,7.14,12.88,-7.24,7.4,-20.79,4
-0.02,-0.01,1,4.21,-3.11,1.95,22.31,2.29,-39.87,1
-0.26,-0.96,0.26,7.26,17.58,7.51,14.56,18.46,-9.17,3
0.06,0.01,0.91,106.51,-20.26,-8.97,24.06,2.73,-38.7,1
-0.81,0.31,-0.48,-14.04,-34.67,-4.27,-9.74,-7.97,-8.39,4
-0.2,-0.96,0.21,35.58,12.63,-1.1,17.7,18.65,-8.86,3
-0.04,-0.8,-0.63,2.38,-3.05,1.34,20.3,4.57,11,3
0.97,-0.17,-0.01,4.33,-5.13,4.39,45.45,-9.99,-2.4,5
0.83,0.03,0.54,0.92,18.37,4.52,46.94,-14.33,-17.3,5
0.06,0,-1.01,11.72,-2.75,1.1,24.37,-21.2,11.16,2
0.02,-0.11,0.98,57.37,-7.87,-5.92,23.4,4.7,-37.96,1
0.18,0.51,0.84,-5.98,7.32,-6.9,27.77,-11.45,-41.56,1
0.15,-0.05,0.98,25.45,-6.41,-2.81,27.91,1.59,-39.04,1
-0.01,-0.01,0.99,3.97,-2.99,1.71,22.88,1.37,-40.16,1
0.81,0.03,0.57,3.97,-1.22,1.4,46.66,-13.55,-18.87,5
0.96,-0.2,-0.16,3.36,75.81,-4.33,45.79,-5.71,-22.96,5
-0.04,0.37,-0.94,59.94,-2.56,-4.94,22.2,-30.07,5.42,2
-0.03,0.02,1,-8.54,-4.76,3.6,19.35,4.22,-39.45,1
-0.02,0.01,-1.02,14.65,2.14,8.79,24.56,-24.41,11.34,2
-0.01,-0.02,1,4.03,-3.66,1.28,21.31,3.88,-40.49,1
0,-0.04,-0.99,16.97,31.31,4.88,22.99,-21.77,11.82,2
-0.14,0.05,0.98,4.27,-5.86,2.38,19.03,1.59,-40.53,1
0.29,-0.98,0.18,3.6,-1.16,3.85,28.2,17.1,-6.35,3
-0.01,0.93,-0.32,16.3,15.2,20.75,23.4,-34.48,-17.13,3
1,0.25,0.02,4.21,-46.45,31.56,44.4,-10.39,-1.76,5
-0.14,0.06,0.98,3.23,-2.44,1.16,19.38,1.27,-40.38,1
-0.34,-0.92,0.26,4.27,-2.93,0.92,12.59,19.32,-8.48,3
-0.19,0.23,-0.98,31.49,11.66,1.34,18.68,-27.93,8.46,2
-0.76,0.49,0.44,3.66,-7.32,15.56,-4.96,-9.18,-33.23,4
-0.11,0.03,0.98,4.27,-2.93,2.32,19.67,2.21,-40.59,1
-1.04,-0.13,0.05,2.26,-4.58,-0.24,-9.23,-2.55,-4.21,4
0.04,-1,0.15,-26.67,-2.08,2.5,22.71,18.07,-6.14,3
-0.02,-1.01,-0.07,1.16,-1.4,2.14,20.14,16.44,-1.1,3
0.03,0.97,-0.18,-42.6,20.26,15.69,24.05,-35.41,-23.07,3
-0.99,-0.1,0.04,5,-4.27,0.55,-8.94,-17.64,-13.98,4
-0.01,-0.01,0.99,4.09,-3.23,1.65,22.5,1.32,-39.27,1
0.25,0.27,-0.93,1.95,-2.38,2.44,29.99,-29.92,5.75,2
0.99,0.01,0.06,6.96,-4.58,2.2,45.67,-12.89,-3.26,5
0.04,-0.98,0.23,-50.66,-2.62,5.62,22.62,18.99,-7.52,3
-1,-0.05,-0.12,5.8,-0.55,1.71,-7.74,7.7,-10.11,4
-0.03,-0.79,-0.63,2.5,-3.23,1.46,20.12,4.69,11.01,3
0.03,0.1,0.99,13.12,2.81,2.81,23.78,1.14,-39.97,1
1.03,0,0.01,8.12,-6.29,-0.55,45.51,-12.18,-3.42,5
0.96,-0.26,-0.05,3.97,-0.92,2.38,45.43,-8.31,-2.42,5
0.99,-0.12,0.08,-24.6,61.46,-3.05,43.25,-5.35,-27.32,5
0.05,0.01,0.95,-0.85,-10.99,-50.05,24.23,3.83,-40.09,1
0.27,-0.09,-0.94,-5.37,-11.96,3.48,31.21,-20.76,10.78,2
-0.14,0.9,-0.35,49.93,4.27,10.07,21.4,-36.82,-15.92,3
0.06,0.42,-0.92,-19.71,-21.06,5.68,24.15,-31.73,2.69,2
-0.97,0.04,0.09,62.01,12.82,8,-8.84,-13.62,-6.14,4
0.97,-0.19,-0.04,3.11,-2.75,2.14,45.42,-9.61,-2.21,5
-0.87,-0.38,-0.32,4.27,9.58,-29.79,-4.17,11.43,-14.5,4
0,-0.32,-0.97,1.16,-1.46,0.24,22.31,-12.95,13.71,2
0.25,-1.01,0.12,53.96,-20.69,-9.7,29.92,16.38,-6.05,3
-0.1,0.06,1,6.53,17.09,-1.34,20.7,0.74,-41.04,1
-1,-0.04,-0.08,3.66,-2.01,1.53,-9.28,-10.5,-24.44,4
0.78,-0.6,-0.15,8.24,-2.81,-2.26,38.95,2.55,1.14,5
-0.15,-0.12,-0.97,-49.62,-2.81,3.3,19.31,-18.27,12.87,2
-1.05,-0.03,-0.12,-79.04,-5.92,3.91,-10.22,-7.46,-23.54,4
-1.01,0.01,0.07,28.32,4.09,7.26,-8.64,3.92,-17.3,4
-1,-0.08,0.03,8.12,-2.62,0.49,-11.25,-15.09,-9.8,4
0.8,-0.31,0.43,-12.15,28.44,57.31,45.47,0.22,-16.61,5
0.21,0.01,0.97,2.08,-1.83,1.04,28.23,1.51,-37.65,1
-1,0.01,0.1,4.39,-3.54,1.34,-8.04,-5.74,-5.68,4
0.99,-0.09,0.08,59.94,-6.59,-1.59,47.12,-8.94,-3.6,5
0.39,-0.01,0.91,3.6,-3.66,2.14,31.03,3.54,-36.32,1
0.03,-0.05,-1.01,4.15,-2.62,0.92,23.83,-19.87,11.08,2
-0.88,0.44,-0.15,-0.55,-6.9,-3.66,-11.04,-9.86,-16.83,4
-0.03,-0.79,-0.64,6.04,-2.99,0.73,20.31,3.5,11.3,3
0.31,-0.92,0.27,5.25,-13.49,8.48,29.42,16.36,-9.99,3
-1.01,-0.07,-0.03,-51.21,-3.42,-1.89,-9.88,-6.81,-25.63,4
-1.01,0,-0.19,-6.59,-32.29,3.72,-9.36,3.05,-16.6,4
-1.02,0.01,-0.03,-97.47,-17.15,9.28,-8.12,4.11,-5.38,4
0.01,0.97,-0.22,-33.87,14.83,8.48,23.39,-36.49,-20.43,3
0.98,-0.14,0.06,4.7,-1.89,-0.67,46.24,-11.1,-4.94,5
0.29,0.05,0.94,-1.53,10.38,-2.62,29.88,1.05,-38.21,1
-0.01,-0.01,0.99,3.78,-3.11,1.77,22.42,1.89,-39.59,1
0.25,-0.18,-0.97,-35.34,-13.79,-0.98,25.56,-16.25,11.93,2
0.02,-0.03,-1.01,2.32,-4.82,0.18,23.65,-20.81,10.57,2
1,-0.03,0,3.3,-3.11,1.22,45.25,-12.37,-3.15,5
-0.02,-0.93,-0.41,-44.13,1.89,4.76,20.96,10.36,6.76,3
-0.3,-0.92,0.25,4.82,-3.42,7.45,13.44,18.59,-9.27,3
-0.01,0.39,-0.93,2.5,-2.56,2.01,22.28,-30.31,5.27,2
0,0.05,-1.01,3.42,-2.75,1.83,23.35,-23.88,10.75,2
0.8,-0.61,-0.17,-6.71,-11.78,22.52,40.48,1.14,1.82,5
0.95,-0.25,-0.03,15.87,-0.06,11.47,45.08,-7.68,-1.92,5
0.08,-0.19,0.97,29.91,-19.23,-1.46,26.44,5.15,-36.06,1
0.88,-0.1,-0.47,-21.06,31.68,0.37,35.61,-9.5,8.29,5
-0.05,0.02,0.99,-10.56,2.81,0.37,20.97,2.23,-40.21,1
-1,-0.02,-0.08,2.62,-2.08,1.95,-8.53,-10.24,-25.59,4
0.14,0.23,0.97,-7.26,4.76,-1.22,26.53,-3.22,-39.93,1
0.2,-0.12,-1,3.85,-0.31,4.39,27.61,-18.64,11.69,2
0.98,-0.18,-0.02,5,-3.54,2.14,44.97,-9.81,-1,5
0.83,-0.61,-0.05,-7.26,27.71,4.27,41.97,1.59,-1.65,5
-1.01,-0.25,0.09,-42.6,-25.02,-0.92,-10.1,-8.13,-4.48,4
