ax,ay,az,gx,gy,gz,mx,my,mz,label
0.99,-0.02,0.06,8.06,-0.55,-0.49,45.31,-12.34,-4.83,5
0.98,-0.02,0.05,5.43,-1.71,0.37,45.15,-12.02,-4.30,5
0.99,-0.04,0.07,5.00,-3.85,-0.98,45.42,-12.17,-4.21,5
0.99,-0.06,0.06,6.04,-1.46,0.43,45.20,-12.37,-4.11,5
0.99,-0.04,0.05,4.21,-4.58,4.27,44.81,-12.40,-4.15,5
0.98,-0.02,0.10,4.21,-3.54,3.23,45.30,-12.29,-4.19,5
1.00,-0.04,0.05,7.08,-2.38,3.11,44.84,-11.98,-4.13,5
0.98,-0.01,0.08,5.25,-2.87,3.11,45.54,-12.74,-4.13,5
0.99,-0.02,0.08,5.49,-2.14,2.01,45.24,-12.21,-5.38,5
0.99,-0.03,0.06,7.45,-1.40,0.55,45.02,-12.22,-4.81,5
0.98,-0.02,0.08,7.57,-1.71,-1.10,45.45,-12.43,-4.24,5
1.01,-0.07,0.02,15.08,0.31,11.05,45.95,-12.59,-3.94,5
0.99,-0.02,0.04,10.25,0.37,2.32,45.25,-12.24,-4.83,5
0.99,-0.03,0.06,5.74,-0.24,-1.83,45.26,-12.39,-5.22,5
0.98,-0.04,0.07,4.58,0.67,-0.37,45.51,-12.82,-4.85,5
1.00,-0.05,0.02,6.77,0.98,-0.31,45.47,-11.73,-3.42,5
1.00,-0.03,0.06,8.79,-5.25,2.14,45.43,-12.46,-4.37,5
1.00,-0.02,0.07,11.54,-0.79,2.93,45.35,-12.57,-4.70,5
0.98,-0.03,0.06,10.01,-3.42,-0.18,45.34,-13.35,-4.63,5
0.98,0.01,0.05,18.55,-2.87,-2.62,45.52,-13.13,-4.48,5
0.99,-0.07,0.09,21.30,-6.35,-10.07,45.83,-12.62,-3.15,5
0.99,-0.07,0.05,18.80,-6.41,-4.64,46.08,-13.76,-4.77,5
1.00,-0.07,0.07,45.65,-5.55,0.37,46.40,-13.51,-5.43,5
0.97,-0.07,0.06,48.16,-1.22,-1.10,45.98,-13.98,-4.60,5
0.98,-0.05,0.05,67.44,-0.18,3.66,46.12,-14.33,-4.75,5
0.98,-0.05,0.05,70.25,-1.53,1.46,46.25,-15.34,-5.97,5
0.98,-0.06,0.03,54.63,2.93,-1.53,45.58,-15.37,-5.43,5
0.98,-0.05,0.01,67.20,-3.60,-1.40,46.04,-15.87,-6.31,5
1.00,-0.05,0.01,71.35,-8.36,-2.99,46.18,-16.17,-6.27,5
0.98,-0.11,0.03,74.28,-4.70,-5.86,46.35,-16.78,-6.30,5
0.99,-0.09,0.02,121.52,-5.74,7.69,46.56,-17.22,-7.13,5
0.98,-0.10,0.03,117.37,-1.22,0.43,46.36,-17.71,-8.04,5
0.99,-0.09,-0.00,80.38,5.31,14.95,45.83,-18.84,-8.63,5
0.99,-0.07,-0.04,60.49,-2.50,3.23,45.59,-19.69,-8.34,5
0.99,-0.07,-0.04,58.72,-1.89,9.83,45.39,-19.75,-9.80,5
1.00,-0.00,-0.04,53.28,-8.85,-4.27,45.96,-20.42,-9.96,5
0.99,-0.07,-0.03,57.50,-10.19,0.85,46.14,-20.36,-10.22,5
0.98,-0.05,-0.02,43.46,-0.98,-1.77,46.09,-21.28,-11.67,5
0.99,-0.07,-0.04,27.22,2.93,-4.64,46.20,-20.42,-11.41,5
0.99,-0.09,-0.04,22.83,2.26,2.32,46.63,-20.97,-12.32,5
1.00,-0.06,-0.04,36.56,3.23,12.70,46.37,-21.36,-12.05,5
0.97,-0.08,-0.07,37.72,-3.48,4.09,46.55,-21.26,-12.11,5
0.98,-0.04,-0.05,32.59,-5.07,7.20,46.24,-21.59,-13.28,5
0.99,-0.07,-0.06,51.39,-5.55,3.11,46.28,-22.03,-13.67,5
1.00,-0.04,-0.06,29.42,-3.85,9.89,46.61,-22.46,-13.00,5
0.98,-0.05,-0.06,17.09,-1.16,16.48,46.57,-23.08,-15.00,5
1.00,-0.02,-0.05,19.96,-1.46,11.90,46.91,-22.71,-14.79,5
1.00,-0.00,-0.06,9.52,2.99,9.95,46.35,-22.84,-14.27,5
0.97,-0.04,-0.05,-6.53,2.93,21.85,45.57,-23.45,-13.22,5
0.96,0.09,-0.05,-21.12,-4.33,21.30,44.97,-22.52,-12.74,5
0.99,0.03,-0.05,-8.91,-5.68,-4.64,44.78,-22.88,-13.00,5
0.99,0.06,-0.08,-3.23,0.24,-0.06,44.60,-22.96,-12.04,5
0.98,0.03,-0.08,-2.14,-6.53,-2.56,44.47,-21.94,-12.73,5
0.99,0.02,-0.05,-4.82,-4.76,-2.69,45.07,-21.95,-12.48,5
0.98,-0.01,-0.03,-11.11,-6.04,-7.20,44.84,-22.03,-13.18,5
0.98,-0.02,-0.05,-5.86,-4.33,-2.93,45.15,-21.98,-12.43,5
1.00,0.01,-0.08,-3.66,-3.85,-2.81,45.13,-21.81,-12.16,5
0.99,-0.03,-0.02,-14.71,-4.21,-1.10,45.24,-21.53,-11.50,5
0.98,-0.02,-0.06,-22.95,-2.87,-0.73,44.96,-21.45,-11.89,5
1.00,-0.00,-0.09,-13.92,-5.00,2.01,44.79,-21.91,-11.41,5
0.99,-0.01,-0.05,-5.00,-8.12,-0.31,44.76,-20.76,-11.30,5
0.98,-0.06,-0.01,-12.08,-5.19,2.56,44.59,-21.47,-11.33,5
0.98,-0.08,0.00,-13.92,-6.71,-2.75,44.79,-21.45,-10.99,5
1.00,-0.04,-0.06,-1.22,0.00,3.85,44.86,-21.08,-11.23,5
0.99,0.03,-0.05,-1.89,-2.93,3.42,44.62,-21.50,-11.19,5
0.98,-0.02,-0.05,-5.00,-1.89,-1.22,44.93,-21.40,-11.54,5
0.99,-0.02,-0.05,-4.88,-1.10,2.14,44.84,-21.62,-9.80,5
0.98,-0.03,-0.04,-4.15,-1.53,0.24,44.75,-20.67,-10.08,5
0.99,0.00,-0.08,2.87,-0.37,2.50,44.25,-22.19,-10.01,5
0.98,-0.02,-0.04,-0.49,-2.87,0.24,44.84,-21.34,-10.79,5
0.99,-0.02,-0.07,-3.66,-1.71,1.65,44.85,-21.34,-9.84,5
0.99,-0.03,-0.02,-14.40,-5.92,0.43,45.56,-21.63,-10.33,5
1.00,-0.01,-0.07,-8.73,-3.60,2.75,44.97,-21.19,-10.44,5
0.99,-0.01,-0.03,-6.35,-3.60,3.11,44.98,-21.09,-10.91,5
0.99,-0.03,-0.04,-1.40,-1.53,2.14,44.71,-21.40,-9.92,5
0.98,-0.01,-0.05,-3.54,-3.23,1.59,44.26,-20.58,-9.95,5
0.99,-0.03,-0.04,-0.31,-1.65,2.38,44.87,-21.18,-10.28,5
0.98,-0.02,-0.06,-7.45,-4.03,0.37,45.25,-20.92,-10.66,5
1.00,-0.04,-0.02,-8.06,-3.54,1.16,45.14,-21.34,-9.44,5
0.98,-0.02,-0.05,0.49,-2.81,2.81,45.18,-21.30,-9.35,5
0.99,-0.03,-0.03,1.89,-2.32,1.77,45.03,-21.26,-9.88,5
0.99,-0.02,-0.05,4.21,-1.53,2.20,45.12,-20.79,-9.39,5
0.99,-0.03,-0.03,1.77,-5.07,-0.31,45.34,-20.70,-10.08,5
0.98,-0.03,-0.02,3.48,-2.81,1.34,45.18,-20.67,-9.33,5
1.00,-0.03,-0.05,7.14,-2.44,-0.31,45.20,-21.17,-9.59,5
0.99,-0.04,-0.03,7.87,-3.23,0.85,45.47,-20.63,-9.03,5
1.00,-0.00,-0.10,21.12,1.10,4.15,45.47,-20.84,-9.94,5
0.97,-0.01,-0.03,24.72,-6.53,-2.26,44.89,-21.36,-10.17,5
1.00,-0.01,-0.06,26.55,0.24,5.31,45.56,-21.48,-9.12,5
0.98,-0.03,-0.06,27.95,-6.04,-0.79,45.48,-21.30,-10.83,5
1.00,-0.04,-0.03,30.64,-6.65,0.12,45.67,-21.41,-11.16,5
0.99,-0.00,-0.07,32.35,-5.07,0.24,44.92,-20.75,-11.65,5
1.00,-0.04,-0.04,30.76,-5.37,-2.01,45.50,-21.74,-11.74,5
1.00,-0.05,-0.04,25.51,-5.13,-1.34,45.51,-21.22,-12.51,5
0.98,-0.07,0.01,20.26,-3.23,-0.18,45.40,-21.35,-12.04,5
1.00,-0.03,-0.02,39.06,-3.60,0.85,45.51,-21.66,-12.40,5
0.98,-0.04,-0.03,36.25,-1.65,-1.40,45.20,-22.06,-12.70,5
0.99,-0.05,-0.01,31.92,-1.53,0.61,45.62,-21.94,-13.33,5
0.99,-0.02,-0.05,18.49,-2.56,-2.38,45.40,-21.11,-13.22,5
1.00,-0.01,-0.05,20.39,-2.93,-0.18,45.84,-22.02,-12.62,5
0.98,-0.04,-0.03,16.85,-3.91,-3.36,45.21,-21.51,-12.93,5
1.00,-0.04,-0.06,20.81,-2.81,-1.65,45.30,-21.28,-13.26,5
1.00,-0.03,-0.04,21.85,-3.05,0.24,45.43,-21.13,-13.49,5
0.98,-0.02,-0.04,7.75,-3.23,-0.55,45.09,-21.37,-13.73,5
0.99,-0.03,-0.04,7.69,-2.08,1.89,44.95,-21.29,-13.92,5
0.98,-0.03,-0.04,18.01,-2.01,2.81,44.82,-20.81,-14.90,5
1.00,-0.03,-0.04,16.54,-3.66,2.50,45.73,-21.53,-13.75,5
1.00,-0.02,-0.06,24.54,-4.39,4.52,45.17,-21.30,-13.54,5
0.98,-0.03,-0.02,22.22,-6.04,2.44,45.18,-21.31,-15.69,5
1.00,-0.03,-0.05,22.40,-3.05,1.40,44.81,-20.90,-15.22,5
0.99,-0.00,-0.04,21.36,-3.72,2.14,45.25,-21.34,-15.82,5
0.97,-0.01,-0.04,40.34,-1.77,1.59,45.18,-21.23,-15.61,5
0.99,-0.01,-0.05,30.64,-1.89,2.93,45.31,-21.52,-16.02,5
0.97,-0.03,-0.02,25.76,-4.21,-0.55,44.58,-21.59,-15.92,5
1.00,-0.01,-0.05,36.93,-2.20,3.42,44.68,-21.18,-16.30,5
1.00,0.01,-0.05,43.09,-3.42,3.60,44.91,-21.67,-16.92,5
1.00,-0.02,-0.05,46.81,-2.99,3.17,44.73,-20.87,-17.97,5
0.99,0.01,-0.05,29.48,-4.03,1.46,44.96,-21.12,-18.16,5
0.98,-0.01,-0.03,34.12,-2.62,-0.55,44.90,-20.69,-18.40,5
1.00,0.00,-0.05,33.45,-4.03,1.04,44.75,-20.86,-19.30,5
0.99,-0.03,-0.03,40.47,-3.05,1.59,45.13,-20.50,-19.10,5
0.99,0.03,-0.04,24.84,-1.40,3.78,44.68,-21.00,-19.14,5
0.98,-0.01,-0.04,30.27,-2.99,1.95,44.69,-20.80,-19.09,5
0.99,0.02,-0.04,23.07,-3.91,1.22,44.80,-20.24,-20.89,5
1.00,0.03,-0.04,22.40,-4.70,3.17,45.09,-20.97,-18.73,5
0.98,0.00,-0.03,4.15,-2.81,-0.06,45.03,-20.64,-19.40,5
1.00,0.03,-0.07,5.62,-2.20,3.91,44.70,-20.37,-20.81,5
0.99,0.01,-0.04,9.09,-3.66,0.49,44.54,-20.18,-19.63,5
1.00,0.02,-0.05,20.32,-3.97,-0.18,44.93,-20.42,-19.41,5
0.99,0.03,-0.04,23.80,-4.33,1.59,44.81,-20.57,-18.64,5
0.99,-0.01,-0.04,13.00,-4.94,-2.01,44.86,-20.59,-19.38,5
0.97,0.02,-0.07,19.90,-2.26,8.79,44.90,-19.92,-20.28,5
1.00,0.04,-0.04,25.88,-4.15,1.65,44.63,-20.18,-20.85,5
0.99,0.01,-0.02,35.46,-5.25,2.75,44.80,-20.25,-20.83,5
0.98,0.02,-0.04,16.97,-2.99,0.73,44.65,-19.54,-21.44,5
1.00,0.04,-0.06,12.45,-2.26,0.00,44.90,-19.20,-21.63,5
0.99,0.01,-0.04,29.60,-3.91,3.30,45.28,-19.43,-21.61,5
1.00,0.03,-0.03,12.63,-3.60,-1.28,44.62,-19.36,-21.53,5
0.99,0.03,-0.04,26.86,-2.20,4.03,44.75,-19.01,-22.27,5
0.99,0.00,-0.02,19.29,-2.32,2.32,44.78,-18.82,-21.56,5
0.98,0.01,-0.02,8.00,-0.43,-0.12,44.75,-19.21,-22.16,5
0.98,-0.04,-0.04,43.82,-2.69,5.62,44.65,-19.07,-22.92,5
0.99,0.05,-0.02,41.93,-3.42,5.92,44.24,-17.79,-23.39,5
0.98,0.03,-0.03,19.23,-2.93,0.31,44.86,-18.53,-22.92,5
0.99,0.06,-0.02,39.43,-6.71,9.89,44.48,-18.35,-23.90,5
0.99,0.06,-0.02,16.60,-1.77,-1.89,44.45,-18.63,-23.78,5
0.99,-0.03,-0.06,30.09,-2.62,3.72,44.69,-17.85,-23.55,5
0.99,0.09,-0.00,12.02,-2.69,-0.61,44.63,-17.54,-23.12,5
1.00,0.04,-0.02,13.85,-2.99,0.55,44.36,-17.38,-23.34,5
0.98,0.04,-0.02,10.74,-3.23,0.43,44.71,-17.48,-24.49,5
0.98,0.08,-0.04,29.36,-3.54,5.98,44.69,-16.58,-23.41,5
0.98,0.03,-0.02,28.14,-4.82,-3.66,44.58,-16.86,-24.15,5
1.00,0.05,-0.01,22.03,-5.19,4.46,44.51,-16.69,-23.96,5
0.98,0.05,-0.00,30.70,-5.62,1.53,43.99,-16.31,-24.76,5
1.00,0.04,-0.03,18.01,-2.14,1.22,44.38,-16.46,-26.11,5
0.98,0.04,-0.01,20.45,-5.07,0.85,44.30,-16.49,-24.34,5
0.99,0.02,-0.02,28.20,-6.41,2.01,43.93,-16.16,-25.22,5
0.99,0.05,0.00,17.27,-4.09,1.22,44.10,-16.15,-24.77,5
0.98,0.04,-0.00,10.68,-2.14,-0.67,44.19,-15.50,-24.98,5
0.99,0.05,0.00,26.06,-6.47,4.46,43.84,-15.33,-25.71,5
1.00,0.07,0.01,29.48,-6.10,0.06,43.82,-15.16,-26.29,5
1.00,0.07,-0.01,23.01,-4.27,5.00,44.14,-14.82,-25.87,5
0.98,0.04,0.01,22.03,-4.64,1.59,43.99,-14.44,-25.79,5
0.99,0.06,0.01,23.50,-5.68,6.04,43.81,-14.98,-26.72,5
0.99,0.08,0.04,13.37,-4.82,0.73,44.20,-14.76,-26.75,5
0.99,0.02,-0.01,8.12,-0.06,-0.61,44.01,-14.31,-26.82,5
0.99,0.06,0.03,15.26,-4.03,0.79,43.99,-14.44,-26.32,5
0.99,0.05,0.00,13.18,-2.93,2.20,44.24,-14.38,-25.23,5
0.99,0.06,0.01,8.12,-1.04,0.61,44.36,-13.96,-26.67,5
0.98,0.02,0.01,8.30,-1.65,3.42,43.86,-13.72,-27.49,5
1.01,0.06,-0.02,18.92,-0.06,4.03,44.04,-14.01,-26.95,5
0.99,0.05,0.02,18.01,-1.28,-1.89,44.27,-14.01,-26.97,5
1.00,0.05,0.02,35.77,-1.10,-0.24,43.91,-13.43,-27.39,5
1.01,0.07,0.01,51.21,-5.62,2.01,44.19,-13.20,-26.87,5
0.98,0.07,0.06,47.73,-1.59,-1.53,44.18,-12.40,-28.09,5
1.00,0.05,-0.01,39.67,-4.94,-2.81,43.75,-12.46,-27.25,5
0.96,-0.00,0.04,46.26,-6.10,-0.49,44.37,-11.24,-27.39,5
1.01,0.05,0.03,27.71,-3.11,0.43,43.91,-10.64,-27.25,5
0.98,0.02,0.04,36.87,-3.48,0.12,44.10,-10.42,-26.75,5
1.01,0.05,-0.02,49.93,-8.18,5.31,43.62,-10.21,-28.41,5
0.98,0.02,0.03,57.43,-9.64,4.03,43.75,-9.14,-27.04,5
1.01,0.09,0.08,43.88,-3.11,4.52,43.99,-8.63,-27.73,5
0.97,0.02,-0.00,16.85,-2.56,0.67,43.92,-8.87,-27.14,5
0.99,0.04,0.05,25.39,-6.41,-2.69,44.04,-8.36,-27.87,5
1.00,0.03,0.02,17.58,-8.00,0.00,44.08,-7.67,-27.05,5
1.00,0.04,0.06,23.62,-9.95,0.31,43.99,-7.97,-28.44,5
1.00,0.03,0.06,28.99,-7.87,1.40,43.43,-8.14,-27.75,5
0.98,0.02,0.07,11.54,-5.98,0.31,43.35,-7.30,-27.69,5
0.99,0.03,0.07,29.72,-12.08,-2.69,43.49,-6.51,-27.62,5
0.98,0.03,0.09,11.17,-4.39,2.38,43.19,-7.03,-27.61,5
0.99,0.02,0.07,12.76,-5.13,1.28,43.04,-6.64,-27.61,5
0.98,0.02,0.12,13.85,-8.24,2.01,43.18,-6.62,-28.50,5
0.98,0.01,0.09,10.31,-3.54,0.49,43.10,-6.24,-29.92,5
0.98,0.01,0.11,9.83,-3.66,0.55,42.72,-5.80,-28.85,5
0.99,0.02,0.11,9.52,-5.13,2.08,43.41,-6.16,-27.49,5
0.98,0.00,0.10,10.44,-2.69,0.00,43.21,-5.88,-28.61,5
0.99,0.01,0.09,4.52,-3.17,2.87,42.85,-6.21,-27.58,5
0.99,0.04,0.12,8.06,-3.17,0.55,43.26,-5.96,-29.03,5
0.98,0.01,0.08,6.96,-3.05,2.08,42.83,-5.55,-28.16,5
0.99,0.03,0.11,8.06,-3.91,2.01,42.79,-5.76,-27.81,5
0.98,0.01,0.10,10.74,-3.97,0.18,42.43,-5.60,-27.82,5
0.98,0.01,0.11,14.40,-4.52,0.18,43.13,-5.48,-27.84,5
0.97,-0.01,0.12,7.08,-2.38,1.89,42.72,-5.55,-28.83,5
0.99,0.01,0.09,16.30,-1.95,2.20,42.96,-5.69,-27.55,5
0.99,0.02,0.12,16.11,-5.92,1.46,42.88,-5.03,-27.53,5
0.99,0.01,0.10,12.94,-6.77,2.38,42.77,-4.93,-28.78,5
0.99,0.01,0.10,17.40,-6.29,0.43,42.71,-5.24,-28.25,5
0.98,0.01,0.12,10.86,-6.59,3.66,42.54,-4.75,-29.20,5
0.98,0.02,0.14,13.18,-5.49,0.43,42.88,-4.99,-28.42,5
0.98,-0.00,0.11,8.91,-2.93,1.40,42.58,-4.82,-28.38,5
0.98,0.01,0.11,7.20,-1.95,1.22,42.26,-4.68,-29.33,5
0.97,-0.01,0.13,14.59,-1.59,1.65,42.15,-4.30,-28.94,5
0.99,0.02,0.10,10.86,-1.59,2.99,42.24,-3.72,-28.56,5
0.97,0.00,0.12,10.25,-1.34,0.55,42.37,-4.44,-28.09,5
1.00,0.01,0.10,11.90,-2.87,2.69,42.66,-4.33,-28.75,5
0.98,-0.00,0.12,9.64,-5.25,1.89,42.59,-4.11,-28.54,5
0.99,0.02,0.14,10.19,-5.92,3.72,42.22,-4.04,-29.09,5
0.97,-0.01,0.09,7.51,-3.66,0.98,41.98,-4.61,-29.31,5
0.98,-0.00,0.13,9.22,-4.88,1.46,42.02,-4.13,-28.32,5
0.97,-0.00,0.14,7.57,-4.94,0.31,42.55,-3.92,-28.82,5
0.98,-0.01,0.10,8.00,-3.11,0.73,42.44,-3.83,-28.87,5
0.98,0.01,0.13,7.32,-4.03,1.95,42.32,-3.93,-28.55,5
0.98,-0.01,0.13,5.98,-2.75,0.85,42.33,-3.91,-28.44,5
0.97,-0.01,0.13,5.13,-2.44,0.79,42.37,-3.64,-28.37,5
0.98,-0.00,0.13,3.30,-2.38,1.34,42.30,-3.63,-28.22,5
0.98,0.00,0.12,4.70,-2.75,1.34,42.42,-4.19,-28.81,5
0.98,0.01,0.12,5.00,-3.85,1.34,42.58,-4.00,-28.63,5
0.98,-0.00,0.13,2.81,-2.69,1.83,42.37,-3.37,-28.33,5
0.98,-0.00,0.14,5.13,-2.75,0.92,42.19,-3.67,-28.47,5
0.98,0.00,0.12,2.20,-2.26,2.26,41.91,-3.72,-27.86,5
0.98,0.00,0.14,5.68,-3.36,0.79,42.35,-3.96,-27.87,5
0.98,-0.00,0.13,3.97,-2.08,2.08,42.83,-3.56,-28.50,5
0.98,0.00,0.12,4.52,-1.59,0.49,41.82,-4.02,-29.38,5
0.97,-0.01,0.13,4.82,-3.11,1.95,42.83,-4.43,-28.02,5
0.99,0.01,0.13,7.32,-3.48,1.10,42.55,-3.98,-27.76,5
0.97,-0.01,0.14,1.77,-1.83,0.12,42.42,-3.97,-28.56,5
1.00,0.02,0.13,1.95,0.43,1.40,43.02,-4.02,-29.11,5
0.98,-0.00,0.12,3.48,-2.56,1.71,42.63,-3.96,-29.02,5
0.99,0.02,0.13,2.01,-0.85,2.14,42.68,-3.66,-28.37,5
0.98,-0.01,0.10,5.92,-1.34,0.43,42.99,-3.91,-28.72,5
0.98,-0.00,0.13,3.78,-2.93,1.89,42.70,-4.13,-27.93,5
0.98,0.00,0.13,3.42,-2.50,1.16,43.26,-4.05,-28.49,5
0.98,0.01,0.12,3.36,-2.62,1.28,42.60,-4.26,-27.51,5
0.97,-0.01,0.11,4.09,-2.08,0.55,42.94,-4.11,-27.73,5
0.98,0.01,0.13,5.98,-3.85,1.77,43.30,-4.49,-28.04,5
0.98,0.00,0.12,6.10,-4.03,0.55,42.83,-3.64,-28.06,5
1.00,0.04,0.15,13.49,-7.81,3.36,42.88,-3.93,-28.27,5
0.99,0.01,0.12,10.38,-3.78,-0.49,42.74,-4.19,-27.40,5
0.96,-0.04,0.14,8.18,-3.36,-1.28,43.02,-3.92,-28.88,5
0.99,0.01,0.14,7.08,-4.46,3.05,42.46,-3.49,-29.42,5
0.98,0.02,0.13,7.02,-2.44,0.31,42.40,-2.53,-27.73,5
0.99,0.01,0.12,10.25,-3.91,0.24,42.85,-3.30,-28.09,5
0.98,-0.02,0.14,7.32,-3.23,0.24,42.99,-3.36,-27.04,5
0.98,-0.01,0.13,7.75,-1.77,3.36,42.65,-2.87,-28.96,5
0.98,0.00,0.15,7.87,0.00,3.05,43.01,-3.41,-27.78,5
0.97,-0.02,0.14,7.20,3.05,3.60,42.92,-3.08,-28.27,5
0.99,0.01,0.10,10.68,3.17,3.72,42.92,-2.83,-26.97,5
0.97,-0.01,0.12,8.24,7.81,1.65,42.93,-2.73,-28.38,5
1.00,0.02,0.07,8.06,8.18,2.08,42.92,-2.84,-27.01,5
1.00,0.01,0.06,7.39,7.93,3.23,43.53,-3.58,-26.99,5
0.99,-0.01,0.09,7.75,2.75,0.55,43.15,-3.34,-26.06,5
0.98,-0.02,0.08,4.76,8.73,0.24,43.44,-3.11,-26.23,5
0.99,-0.01,0.07,8.18,3.60,1.10,43.27,-2.77,-26.43,5
0.99,-0.01,0.03,10.93,13.79,4.46,43.73,-3.43,-25.74,5
0.98,-0.00,0.04,13.49,3.78,1.59,43.20,-3.04,-25.32,5
1.00,0.00,0.02,12.82,5.74,2.20,43.96,-2.62,-24.44,5
0.99,-0.01,0.02,11.78,1.95,0.06,44.18,-2.91,-24.48,5
0.99,-0.00,0.01,11.29,0.37,2.56,43.93,-3.09,-25.15,5
0.98,-0.03,0.02,14.28,2.26,2.26,44.14,-2.51,-25.90,5
0.99,-0.01,-0.02,10.13,3.42,2.26,44.23,-2.39,-23.75,5
0.99,0.00,0.01,9.77,0.61,3.36,44.19,-2.61,-23.58,5
1.00,0.01,0.00,5.68,1.40,1.65,44.17,-2.28,-23.77,5
0.98,-0.01,-0.01,8.61,-0.43,2.69,44.31,-1.97,-24.00,5
1.01,0.03,0.01,5.86,-1.83,1.77,44.63,-2.36,-24.65,5
0.98,-0.02,-0.02,6.59,-1.89,1.71,44.15,-2.42,-23.93,5
0.99,0.01,-0.00,5.74,-1.46,1.40,44.31,-2.39,-23.02,5
0.98,-0.02,-0.02,5.37,-1.22,1.59,44.43,-2.27,-23.45,5
0.99,0.01,-0.00,5.98,-2.26,1.89,44.36,-2.43,-24.30,5
0.98,-0.02,0.03,5.49,-6.71,1.16,44.35,-2.04,-23.91,5
0.99,0.01,0.01,6.04,-4.88,1.46,43.75,-2.60,-23.62,5
1.00,0.01,-0.02,6.23,-3.85,1.34,44.07,-2.09,-24.21,5
0.99,-0.01,-0.01,6.71,-6.65,-0.31,44.24,-2.17,-23.83,5
0.99,0.00,0.05,10.56,-14.28,2.69,44.02,-1.83,-24.87,5
1.01,0.01,0.01,8.42,-8.48,0.92,44.20,-1.82,-24.17,5
0.99,-0.01,0.04,11.60,-10.44,-1.71,43.91,-2.37,-24.35,5
1.00,-0.01,0.04,11.17,-11.29,-0.85,44.45,-2.48,-25.01,5
0.98,-0.02,0.04,23.86,-15.14,-1.83,44.60,-2.59,-25.50,5
1.01,-0.01,0.07,15.32,-8.97,-12.70,44.96,-2.50,-23.96,5
0.97,-0.03,0.08,41.02,-15.08,0.92,45.02,-3.34,-25.55,5
0.99,-0.01,0.08,37.05,2.01,5.07,45.56,-2.81,-24.82,5
0.98,-0.02,0.06,63.35,-4.33,-3.48,45.47,-2.47,-24.69,5
1.03,-0.05,0.07,71.17,-5.19,-3.42,45.69,-1.67,-23.74,5
0.99,-0.05,0.07,70.43,-2.62,-2.01,45.28,-1.28,-22.77,5
0.99,-0.09,0.05,93.69,-8.06,-1.16,45.30,-0.06,-22.09,5
0.98,-0.08,0.05,91.49,-5.86,5.25,45.09,1.38,-20.94,5
0.98,-0.07,0.07,74.95,-6.59,9.16,45.15,1.72,-21.13,5
0.98,-0.04,0.05,95.76,-6.96,13.79,44.91,1.72,-19.48,5
0.98,-0.02,0.07,70.01,-5.25,12.70,44.89,1.26,-18.33,5
0.98,-0.06,0.07,70.98,-4.94,0.06,44.91,2.45,-17.15,5
1.00,-0.06,0.03,69.27,-7.75,4.15,45.95,2.12,-17.22,5
0.99,-0.01,0.08,39.55,-1.59,1.28,45.31,1.87,-16.48,5
0.99,-0.07,0.06,48.03,-2.75,0.55,45.18,1.82,-16.50,5
0.96,-0.05,0.06,47.79,-0.73,-1.04,45.78,1.95,-15.34,5
0.98,-0.05,0.05,31.86,-7.63,3.11,45.31,2.62,-14.61,5
0.97,-0.06,0.05,33.94,-4.15,-6.29,45.36,2.49,-15.14,5
0.97,-0.09,0.04,28.32,-4.21,-0.73,45.26,2.67,-13.93,5
0.97,-0.05,0.06,30.70,-0.79,-0.12,45.45,1.81,-15.09,5
1.01,-0.08,0.03,40.59,-4.46,-1.53,45.98,2.04,-13.09,5
0.97,-0.07,0.05,23.32,0.37,3.54,45.54,2.17,-13.16,5
0.98,-0.07,0.03,7.75,-4.76,12.02,45.53,2.33,-13.24,5
0.96,-0.02,0.07,-3.54,-0.73,16.36,45.83,2.00,-13.64,5
0.99,-0.03,0.05,-2.32,-0.67,5.74,45.87,1.21,-12.00,5
0.99,-0.05,0.05,-8.61,5.19,-5.92,45.98,1.97,-12.84,5
0.98,-0.05,0.05,10.07,-6.53,-20.63,44.29,3.42,-13.26,5
1.03,-0.46,0.19,-16.11,2.44,-15.20,43.37,3.47,-13.38,5
1.02,-0.03,0.06,-5.86,-2.32,6.35,43.43,4.69,-14.79,5
1.01,-0.05,0.05,31.92,-8.91,-11.54,42.82,4.82,-14.05,5
0.97,-0.12,0.03,33.26,-3.85,-13.43,42.58,5.18,-13.78,5
0.97,-0.11,0.02,11.72,-0.18,-0.31,42.98,4.82,-13.31,5
0.99,-0.11,0.04,11.54,-2.38,-2.32,42.52,5.20,-12.56,5
0.98,-0.13,0.06,1.34,1.71,5.31,42.92,5.52,-12.77,5
0.97,-0.09,-0.00,9.89,-0.79,1.53,42.98,5.02,-12.49,5
0.99,-0.09,0.03,7.39,-3.85,4.03,42.66,5.25,-12.18,5
1.00,-0.11,0.06,1.89,-4.33,4.52,42.61,4.76,-12.95,5
0.98,-0.05,0.01,5.43,-3.23,3.91,42.76,4.86,-12.30,5
0.96,-0.14,0.03,8.24,-3.60,-0.06,42.86,4.98,-12.68,5
0.98,-0.07,0.00,1.10,-3.05,4.88,43.16,5.00,-12.18,5
0.99,-0.12,0.05,13.61,-7.08,-2.50,42.80,5.37,-12.37,5
1.01,-0.15,0.03,-2.26,-1.59,5.37,43.37,5.14,-12.07,5
0.98,-0.11,0.01,2.75,-4.33,3.42,43.41,5.02,-13.33,5
1.00,-0.10,0.07,12.21,-5.25,1.95,43.23,5.35,-13.43,5
